Topic,Subtopic,Question,Answer,Problem difficulty,Output
Numpy,Core array literacy,"Write a function solve(x, cols) that takes a tensor of any rank and a column count that divides its element count, and returns a tuple (flat, grid, rows): x's values as a flat list, x re-described as a 2-D grid with `cols` columns as a nested list, and how many rows that grid has. Infer the row count rather than computing it.","import torch as t

def solve(x, cols):
    """"""Return (flat values, x as `cols` columns, that grid's row count).""""""
    g = x.reshape(-1, cols)
    return (x.flatten().tolist(), g.tolist(), len(g))


example = (t.tensor([[1, 2, 3], [4, 5, 6]]), 2,)
print(solve(*example))
",26,"([1, 2, 3, 4, 5, 6], [[1, 2], [3, 4], [5, 6]], 3)"
Numpy,Core array literacy,"Write a function solve(n, a, b) that lays 0..n-1 out as a 3-D tensor whose first two axis lengths are a and b (the third is for PyTorch to work out), and returns a tuple (values, shape, flat, axes): the nested list, the shape as a plain tuple, the numbers flattened back to one list, and how many axes the 3-D tensor has.","import torch as t

def solve(n, a, b):
    """"""0..n-1 as an (a, b, ?) tensor: (values, shape, flat run, axis count).""""""
    g = t.arange(n).reshape(a, b, -1)
    return (g.tolist(), tuple(g.shape), g.flatten().tolist(), g.ndim)


example = (6, 1, 2,)
print(solve(*example))
",28,"([[[0, 1, 2], [3, 4, 5]]], (1, 2, 3), [0, 1, 2, 3, 4, 5], 3)"
Numpy,Vectorization and broadcasting,"Write a function solve(x, m, b) that takes a float tensor and two numbers and returns a new tensor where every entry has been put through the line m * x + b. Write the rule once for the whole tensor — no loop.","import torch as t

def solve(x, m, b):
    """"""Return m * x + b for every entry.""""""
    return m * x + b


example = (t.tensor([1.0, 2.0, 3.0]), 2.0, 0.5,)
print(solve(*example))
",12,"tensor([2.5000, 4.5000, 6.5000])"
Numpy,Vectorization and broadcasting,"Write a function solve(x) that takes a float tensor and returns the fractional part of every entry with the sign kept: 1.5 → 0.5, -2.25 → -0.25, 3.0 → 0.0. Subtract the integer part that lies toward zero.","import torch as t

def solve(x):
    """"""Return the fractional part of every entry, keeping its sign.""""""
    return x - t.trunc(x)


example = (t.tensor([1.5, -2.25, 3.0]),)
print(solve(*example))
",18,"tensor([ 0.5000, -0.2500,  0.0000])"
Numpy,Vectorization and broadcasting,"Write a function solve(a, b) that takes two float tensors of the same shape and returns a new tensor holding, at each position, the SMALLER of the two entries there.","import torch as t

def solve(a, b):
    """"""Return the smaller of each pair of corresponding entries.""""""
    return t.minimum(a, b)


example = (t.tensor([1.0, 5.0, 3.0]), t.tensor([4.0, 2.0, 3.0]),)
print(solve(*example))
",12,"tensor([1., 2., 3.])"
Numpy,Vectorization and broadcasting,"Write a function solve(a, b) that takes two float tensors of the same shape (the two legs of a right triangle, entry by entry) and returns the hypotenuse for each: the square root of a squared plus b squared.","import torch as t

def solve(a, b):
    """"""Return the hypotenuse sqrt(a² + b²) for each pair of entries.""""""
    return t.sqrt(a ** 2 + b ** 2)


example = (t.tensor([3.0, 5.0]), t.tensor([4.0, 12.0]),)
print(solve(*example))
",16,"tensor([ 5., 13.])"
Numpy,Vectorization and broadcasting,Write a function solve(x) that takes a float tensor and returns a tuple of two plain lists: the integer just below each entry (or the entry itself when it is already whole) and the integer just above it. Both stay floats.,"import torch as t

def solve(x):
    """"""Return (floor of each entry, ceil of each entry) as lists.""""""
    return (t.floor(x).tolist(), t.ceil(x).tolist())


example = (t.tensor([1.5, -1.5, 2.0]),)
print(solve(*example))
",16,"([1.0, -2.0, 2.0], [2.0, -1.0, 2.0])"
Numpy,Vectorization and broadcasting,"Write a function solve(x, floor_value) that returns a new tensor in which every entry below floor_value has been raised to floor_value, using maximum against a tensor of that constant shaped like x (not clamp). Entries already at or above it are unchanged.","import torch as t

def solve(x, floor_value):
    """"""Raise every entry to at least floor_value, using maximum against a constant tensor.""""""
    return t.maximum(x, t.full_like(x, floor_value))


example = (t.tensor([-2.0, 0.5, 3.0]), 0.0,)
print(solve(*example))
",20,"tensor([0.0000, 0.5000, 3.0000])"
Numpy,Vectorization and broadcasting,"Write a function solve(x, lo, hi) that pulls every entry of the float tensor x into the range [lo, hi] and returns a tuple (clamped, rounded, untouched): the clamped values as a list, those values rounded to the nearest whole number as a list, and whether the clamp changed nothing (the clamped tensor equals x).","import torch as t

def solve(x, lo, hi):
    """"""Clamp into [lo, hi]; return (clamped, rounded clamped, was x already inside?).""""""
    c = x.clamp(min=lo, max=hi)
    return (c.tolist(), t.round(c).tolist(), t.equal(c, x))


example = (t.tensor([1.75, 2.25]), 0.0, 5.0,)
print(solve(*example))
",24,"([1.75, 2.25], [2.0, 2.0], True)"
Numpy,Vectorization and broadcasting,"Write a function solve(a, b) that takes two float tensors of the same shape and returns a tuple of three plain lists: the larger entry at each position, the smaller entry at each position, and the gap between them (never negative).","import torch as t

def solve(a, b):
    """"""Return (larger of each pair, smaller of each pair, their gap) as lists.""""""
    hi = t.maximum(a, b)
    lo = t.minimum(a, b)
    return (hi.tolist(), lo.tolist(), (hi - lo).tolist())


example = (t.tensor([1.0, 5.0, 3.0]), t.tensor([4.0, 2.0, 3.0]),)
print(solve(*example))
",22,"([4.0, 5.0, 3.0], [1.0, 2.0, 3.0], [3.0, 3.0, 0.0])"
Numpy,Vectorization and broadcasting,"Write a function solve(c) that takes a float tensor of Celsius temperatures and returns a tuple of three plain lists: each converted to Fahrenheit (multiply by 9, divide by 5, add 32), the Fahrenheit values with their fractions dropped DOWNWARD to whole degrees, and the Fahrenheit values with anything below zero raised to 0.0.","import torch as t

def solve(c):
    """"""Celsius → Fahrenheit: (converted, floored, clamped at or above zero).""""""
    f = c * 9 / 5 + 32
    return (f.tolist(), t.floor(f).tolist(), f.clamp(min=0.0).tolist())


example = (t.tensor([-19.375, 0.0, 37.5, 100.0]),)
print(solve(*example))
",24,"([-2.875, 32.0, 99.5, 212.0], [-3.0, 32.0, 99.0, 212.0], [0.0, 32.0, 99.5, 212.0])"
Numpy,Core array literacy,"Write a function solve(rows, cols, v) that returns a tensor with `rows` rows and `cols` columns in which every entry is v, as a plain nested Python list.","import torch as t

def solve(rows, cols, v):
    """"""Return a rows x cols tensor of v, as a nested list.""""""
    return t.full((rows, cols), v).tolist()


example = (2, 3, 7.0,)
print(solve(*example))
",10,"[[7.0, 7.0, 7.0], [7.0, 7.0, 7.0]]"
Numpy,Core array literacy,"Write a function solve(n) that returns a tuple (values, dtype_name): n zeros stored as 64-bit integers, as a plain list, and str() of their dtype. The default would give you floats that merely print like zeros.","import torch as t

def solve(n):
    """"""Return (n integer zeros as a list, their dtype name).""""""
    z = t.zeros(n, dtype=t.int64)
    return (z.tolist(), str(z.dtype))


example = (3,)
print(solve(*example))
",12,"([0, 0, 0], 'torch.int64')"
Numpy,Core array literacy,"Write a function solve(x, v) that returns a tuple (values, dtype_name): a tensor filled with v that copies BOTH the shape and the dtype of x, as a nested list, and str() of its dtype.","import torch as t

def solve(x, v):
    """"""Return (a tensor of v shaped AND typed like x, its dtype name).""""""
    filled = t.full_like(x, v)
    return (filled.tolist(), str(filled.dtype))


example = (t.tensor([1, 2, 3], dtype=t.int32), -1,)
print(solve(*example))
",14,"([-1, -1, -1], 'torch.int32')"
Numpy,Core array literacy,"Write a function solve(n) that returns a tuple (values, shape): the n-by-n identity matrix — 1.0 on the main diagonal, 0.0 elsewhere — as a plain nested list, and its shape as a plain tuple.","import torch as t

def solve(n):
    """"""Return (the n x n identity as a nested list, its shape).""""""
    I = t.eye(n)
    return (I.tolist(), tuple(I.shape))


example = (2,)
print(solve(*example))
",10,"([[1.0, 0.0], [0.0, 1.0]], (2, 2))"
Numpy,Core array literacy,"Write a function solve(rows, cols) that returns a tuple (values, dtype_name): a rows x cols tensor of boolean False, as a nested list, and str() of its dtype. Zeros of the right type, not floats that print like them.","import torch as t

def solve(rows, cols):
    """"""Return (an all-False rows x cols mask as a list, its dtype name).""""""
    mask = t.zeros((rows, cols), dtype=t.bool)
    return (mask.tolist(), str(mask.dtype))


example = (2, 3,)
print(solve(*example))
",12,"([[False, False, False], [False, False, False]], 'torch.bool')"
Numpy,Core array literacy,"Write a function solve(x) that returns a tuple (values, count, dtype_name): a tensor of ones with x's shape and x's dtype as a nested list, how many elements it has, and str() of its dtype.","import torch as t

def solve(x):
    """"""Return (ones shaped like x, their count, their dtype name).""""""
    o = t.ones_like(x)
    return (o.tolist(), o.numel(), str(o.dtype))


example = (t.tensor([[1, 2, 3], [4, 5, 6]]),)
print(solve(*example))
",14,"([[1, 1, 1], [1, 1, 1]], 6, 'torch.int64')"
Numpy,Core array literacy,"Write a function solve(n) that returns a tuple (values, dtype_name): the n-by-n identity matrix stored as 64-bit INTEGERS (1 and 0, not 1.0 and 0.0), as a nested list, and str() of its dtype.","import torch as t

def solve(n):
    """"""Return (the n x n identity as int64, its dtype name).""""""
    I = t.eye(n, dtype=t.int64)
    return (I.tolist(), str(I.dtype))


example = (2,)
print(solve(*example))
",14,"([[1, 0], [0, 1]], 'torch.int64')"
Numpy,Core array literacy,"Write a function solve(rows, cols, v) that builds two rows x cols tensors — all zeros, and all v — and returns a tuple (zeros, filled, shape, dtype_name): both as nested lists, the filled one's shape as a plain tuple, and str() of the zeros' dtype.","import torch as t

def solve(rows, cols, v):
    """"""Return (zeros grid, grid of v, its shape, the zeros' dtype name).""""""
    z = t.zeros((rows, cols))
    f = t.full((rows, cols), v)
    return (z.tolist(), f.tolist(), tuple(f.shape), str(z.dtype))


example = (2, 3, 7.0,)
print(solve(*example))
",20,"([[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[7.0, 7.0, 7.0], [7.0, 7.0, 7.0]], (2, 3), 'torch.float32')"
